PRODENTAL ASSISTÊNCIA ODONTOLÓGICA S/C LTDA; 03012768000173 ;"402915"
PRODENTE;"01011185000100 ";"310859"
PRODESP;;"292994"
Prodesp;;"414492"
PRODESP;"62577929000135 ";"330183"
PRODESP REEMBOLSO;"";"000032"
PRODONTO;"27971787000195 ";"402150"
PRODONTO CENTRO ODONTOLOGICO INTEGRADO DE MACA? LTDA. ;?02878571000159 ;"404331"
PRODONTO CENTRO ODONTOLOGICO INTEGRADO DE MACAÉ LTDA.; 02878571000159 ;"404331"
PRODONTO NET ASSIST.ODONT.S/C LTDA; 03053602000103 ;"403628"
PRODONTOSAÚDE;"21040097/0001-36";-
Produflex;;"000000"
Professores;;"999999"
PROFIDENTE LTDA.; 40903650000161 ;"408328"
Programa Bem estar;"02.759.911/0001-22";"000000"
Programa Bia;"02.759.911/0001-22";"000005"
PROGRAMA DE ASSIST?NCIA M?DICA L?DER ;?05054671000159 ;"412490"
PROGRAMA DE ASSISTÊNCIA MÉDICA LÍDER;"05054671000159 ";"412490"
PROGRAMA DE SAUDE DO SINDICATO;"62584230000100 ";"411639"
PROGRAMA DE SAUDE E ASSISTÊNCIA SOCIAL;"";"999999"
PROGRAMA DE SAÚDE E ASSISTÊNCIA SOCIAL DO MINISTÉRIO PÚBLICO FEDERAL - PLAN-ASSI;"";"000000"
Programa Essencial;"07.747.906/0001-13";"000000"
Programa Humanizar;"03.448.808/0001-24";"000002"
Programa Juntos e Livres;"07.747.906.0001-13";"000000"
Programa Pap Raros;"02.759.911/0001-22";"000006"
Programa Relacionar;"03.448.808/0001-24";"000003"
Programa Vida em Movimento; 03.448.808/0001-2;"000004"
PROGRAMA VIDAS RARAS;"";"000000"
PROI ;?03763003000175 ;"411728"
PROI ; 03763003000175 ;"411728"
PROI ODONTOLOGIA;"03763003000175 ";"411728"
PROJECEL;"00.000.000/0000-00";"000000"
Projeto;;"343433"
PROJETO BOM PASTOR;"";"000000"
PROJETO POPULAR;;"114669"
PROJETO SORRIR ;?00395266000180 ;"415065"
PROJETO SORRIR ; 00395266000180 ;"415065"
PROJETO SORRIR OU PROSORRIR;"00395266000180 ";"415065"
Projeto Turing Toxoplasmose ATI;"111111111111111111";"111111"
PROMED;;"29"
PROMED;"00558356000145 ";"348805"
PROMED;"12.049.486/0001-31";"418617"
PROMED ;?90383159000125 ;"412643"
PROMED ; 90383159000125 ;"412643"
PROMED ASSIST?NCIA M?DICA ;?03629963000147 ;"410632"
PROMED ASSIST?NCIA M?DICA LTDA ;?00558356000145 ;"348805"
PROMED ASSISTENCIA E SAUDE;"90383159000125 ";"412643"
PROMED ASSISTÊNCIA MÉDICA;"03629963000147 ";"410632"
PROMED ASSISTÊNCIA MÉDICA LTDA; 00558356000145;"348805"
PROMED ODONTOLOGICO;"05930682000155 ";"415090"
PROMEDCARD CAETANOS;"21040097/0001-36";-
PROMEDCARD CONQUISTA;"21040097/0001-36";-
PROMEDICA;"15214919000155 ";"326861"
PROMEDICA-HCC;"21040097000136";-
PRONTO SERVICE;"74339730000158 ";"405761"
PRONTO SOCORRO INFANTIL RODRIGUES DE AGUIAR;"09096207000186 ";"340936"
PRONTOCLÍNICA;"03044492000105 ";"363189"
PRONTODENTE_DENTALCHEQUE; 42358499000153 ;"345571"
PRONTOMED;"00078591000110 ";"403849"
PRONTOMED LTDA ;?20168589000149 ;"301728"
PRONTOMED LTDA ; 20168589000149 ;"301728"
PRONTOMED LTDA.;"20168589000149 ";"301728"
PRONTOMED NOVO HAMBURGO LTDA;"88870092000101 ";"302490"
PRONTOMEDICO PLANO DE ASSISTENCIA MEDICA LTDA;"20437133000137 ";"362182"
PRONTOPLAN;"03344475000193 ";"407542"
Propagandista;"092443720000138";"888888"
PROSERV;;"999999"
Prosmed;"111111111111111111";"111111"
PROTEGE SERVI?OS M?DICOS LTDA ;?04049014000150 ;"412911"
PROTEGE SERVIÇOS MÉDICOS LTDA; 04049014000150 ;"412911"
PROVECTO - SERVI?OS ODONTOL?GICOS ;?01535879000139 ;"365599"
PROVECTO - SERVIÇOS ODONTOLÓGICOS; 01535879000139 ;"365599"
PROVECTO SERVIÇOS ODONTOLÓGICOS;"01535879000139 ";"416100"
PROVIDENCIA;"01867966000193 ";"408280"
PROVIDENCIA; 01281043000155 ;"408298"
PRUDENT; 11735842000108 ;"411949"
PRUDENT PLANOS ODONTOLOGICOS S/S LTDA;"06184301000107 ";"416151"
PS PADRÃO;"11273573000105 ";"417271"
PSI - PLANOS DE SA?DE INTEGRAIS S/A ;?03360769000109 ;"408859"
PSI - PLANOS DE SAÚDE INTEGRAIS S/A; 03360769000109 ;"408859"
PSTC;"00.186.091/0001-00";"015877"
PSYCHEMEDICS;"";"000000"
PUC;"76.659.820/0001-51";"000000"
PURIAR;;"000006"
PURIAR;;"6"
PW HIDROPNEUM?TICA LTDA ;?61955761000191 ;"331635"
PW HIDROPNEUM?TICA LTDA;á61955761000191 ;"331635"
PW HIDROPNEUMÁTICA LTDA;"61955761000191 ";"331635"
Qualiamb Gestão Ocupacional;"10.430.260/0001-50";"000000"
QUALICORP ADMINISTRADORA DE BENEFÍCIOS S.A.;"07658098000118 ";"417173"
QUALIMED; 03291767000105 ;"409847"
QUALISAÚDE;"10.656.741/0001-89";"000000"
QUALITEK;"12584316000157 ";"417807"
QUALITY MED;"";"000000"
QUALITY ODONTOPLAN; 02436456000124 ;"414611"
QUALIVIDA; 02497186000161 ;"351555"
QUALLY COMERCIO DE MATERIAIS ELETRICOS;"111111111111111111";"111111"
QUALLY PO;"01.433.214/0001-14";"000000"
QUALY VIDA;;"000000"
QUANTICA ADMINISTRADORA DE BENEFICIOS DA SAÚDE LTDA;"12031265000136 ";"418099"
QUARK SPORTS;"09.498.433/0001-93";"09498"
QUARTER;;"999999"
R R ODONTO ASSIST?NCIA ODONTOLOGICA LTDA ;?06281795000130 ;"415120"
R R ODONTO ASSISTÊNCIA ODONTOLOGICA LTDA;"06281795000130 ";"415120"
R?GIA SA?DE ;?02599466000180 ;"384089"
RADIO CLUBE;;"999999"
RADIOFUSAO - SIND. DOS RADIALISTAS;"111111111111111111";"000000"
RADIORTOPLAN BONACCI LTDA.; 05473620000161 ;"415600"
Rafá Método Gráfico e Imagem Diagnostica;"08060726000121";"00000"
RAFAEL BOSCARDIN;"10.616.378/0001-78";"000000"
Rafvidaprev;;"000000"
Rafvidaprev;"1111111111111111";"000000"
Rafvidaprev;"111111111111111111";"000000"
RAIO X - COPP;"03.638.694/0001-85";"000001"
RAMED ADMINISTRADORA DE BENEFICIOS LTDA.;"13785956000198 ";"418196"
REAL GRANDEZA - FUNDAÇÃO DE PREVIDÊNCIA E ASSISTÊNCIA SOCIAL;"34269803000168 ";"331317"
REAL GRANDEZA FUNDA??O DE PREVID?NCIA E ASSIST?NCIA SOCIAL ;?34269803000168 ;"331317"
Real Grandeza Fundação de Previdência e Assistência Social;;"000028"
REAL GRANDEZA FUNDAÇÃO DE PREVIDÊNCIA E ASSISTÊNCIA SOCIAL ; 34269803000168 ;"331317"
REAL LIFE - ASSIST?NCIA M?DICA ;?27969732000140 ;"404918"
REAL LIFE - ASSISTÊNCIA MÉDICA; 27969732000140 ;"404918"
REAL MED ASSIST?NCIA A SA?DE ;?01085223000161 ;"406350"
REAL MED ASSISTÊNCIA A SAÚDE; 01085223000161 ;"406350"
REAL SAÚDE;"00719945000168 ";"381161"
REAL SEGUROS;;"999999"
REAL SOCIEDADE PORTUGUESADE BENEFICENCIA;"";"000000"
REAL VIDA;"02981357000123 ";"417033"
RECADOS;;"000000"
RED MED;"28.559.311/0001-04";"000000"
REDE - EMPRESAS DE ENERGIA EL?TRICA ;?60876075000162 ;"411795"
REDE - EMPRESAS DE ENERGIA EL?TRICA ;?60942281000123 ;"411779"
REDE - EMPRESAS DE ENERGIA EL?TRICA ;?61416244000144 ;"411787"
REDE - EMPRESAS DE ENERGIA ELÉTRICA; 60876075000162;"411795"
REDE - EMPRESAS DE ENERGIA ELÉTRICA; 60942281000123 ;"411779"
REDE - EMPRESAS DE ENERGIA ELÉTRICA; 61416244000144;"411787"
REDE BRASIL VIDA;"13148477000160 ";"418404"
REDE CELTINS; 25086034000171 ;"411477"
REDE DENTAL;"38743266000105 ";"412350"
Rede Livre Escolha;"000000000000000000";"000"
REDE MAIS SAUDE;"16.626.630/0001-06";"000000"
REDEODONTO;"07920673000109 ";"418498"
Reembolso;;"000000"
REEMBOLSO;;"000043"
REEMBOLSO;;"222222"
REEMBOLSO;"";"123456"
REEMBOLSO;-;-
REEMBOLSO;"11.848.276/0001-40";"105020"
REEMBOLSO - R$ 250,00;"";"000101"
Reembolso 100,00;;"000002"
Reembolso Notre Dame ;"";"000000"
REEMBOLSO PORTO SEGURO R$100,00;;"375437"
REEMBOLSO R$ 60,72 MARITIMA;;"375437"
REEMBOLSO R$ 66.00 Amil;"02.567.144/0001-50";"375437"
REEMBOLSO R$ 69,56 PORTO;;"375437"
Reembolso R$ 93,15 Amil;"02.567.144/0001-50";"375437"
RÉGIA SAÚDE; 02599466000180 ;"384089"
REGIONAL;;"999999"
REGIONAL CLINICAS;;"000010"
REGIONAL CLINICAS I;;"000011"
REGIONAL CLINICAS II;;"000012"
REGIONAL SAUDE;"02887228000170";"999999"
REGIONAL SAUDE; 02887228000170 ;"341096"
RENNER; 92754738000162 ;"415529"
RENNER SAS - só Dr Leonardo;;"122222"
REPASSE;"11111111111111";"111111"
Representante;;"999999"
RESERVADO;;"999999"
RETORNO;;"000001"
REUNIÃO;;"000000"
REUNIDAS OPERADORA DE PLANOS DE SAÚDE LTDA.;"65690653000195 ";"411281"
REVISÃO;;"123456"
REVIVER;"00.549.325/0001-28";"000000"
REVIVER PLANO DE ASSISTÊNCIA FUNERAL;"23.153.310/0001-41";"00000"
REVIVER SAUDE;;"999999"
RGF;;"999999"
RIBERDENTE SERVIÇOS ODONTOLÓGICOS S/S LTDA;"03524677000117 ";"417149"
RIGESA CELULOSE PAPEL E EMBALAGENS LTDA;;"001189"
RIO SAUDE; 03778376000110 ;"411531"
RIOCOR; 72224835000136 ;"368172"
RISO ODONTOLOGIA; 03012794000100 ;"411485"
RISO PLANO ODONTOLOGICO;"01872588000136 ";"365297"
RIZZO ODONTOLOGIA LTDA.;"01184661000187 ";"416592"
RMI OPERADORA DE SAÚDE INTEGRADA LTDA - FENIX MEDICAL;"25.205.234/0001-04";"420271"
RMO;"09.062.706/0001-52";"000000"
RN METROPOLITAN; 04467112000108;"414131"
RN SAÚDE;"04467112000108 ";"414131"
Robert Einstein D Assunção Freitas;"957.760.446-34";"000000"
Rodinato - Indústria e Comércio de Ferragens Ltda.;"01.256.266/0001-62";"005879"
RODOVIAS INTEGRADAS DO OESTE SA;;"001153"
RODRIGO PARTICULAR;"08.546.203/0001-90";"000001"
RODRIGUES LEIRA SAUDE ODONTOLOGICA; 07154253000169;"415243"
ROPE;"67989434000137 ";"415821"
ROPE ODONTOLOGIA ESPECIALIZADA S/S LTDA.; 67989434000137;"415821"
ROYAL SAUDE;;"21"
ROYAL SAÚDE;"01993475000199";"999999"
ROYAL SAUDE; 01993475000199 ;"319546"
RS SAUDE GERENCIAMENTO E AUDITORIA EM SAUDE LTDA;"02859310000191 ";"417939"
RUBBER NEW;"80.332.778/0001-37";"000000"
RUN FUN;"05.696.193.0001-80";"654982"
S & M SA?DE DENTAL ;?72447337000152 ;"414727"
S & M SAÚDE DENTAL;"72447337000152 ";"414727"
S. S. ABADIA DOS DOURADOS;;"30"
S. SAUDE IRAI DE MINAS;;"62"
S.A - SA?DE ;?00893186000155 ;"405795"
S.A - SAÚDE; 00893186000155;"405795"
S.AMÉRICA - REEMBOLSO;;"000000"
S.S. COROMANDEL;;"31"
S.S. CRUZEIRO DA FORTALEZA;;"32"
S.S. GUIMARANIA;;"33"
S.S. MONTE CARMELO;;"34"
S.S. PEDRINOPOLIS;;"58"
S.S. PERDIZES;;"35"
S.S. SERRA DO SALITRE;;"36"
S.SAÚDE CAMPOS ALTOS;;"83"
S/C CENTRO M?DICO E ODONTOL?GICO DA ZONA OESTE LTDA ;?03342242000151 ;"408492"
S/C CENTRO MÉDICO E ODONTOLÓGICO DA ZONA OESTE LTDA; 03342242000151 ;"408492"
S/D; 02993879000145 ;"412198"
S/D; 42314690000101;"329266"
S?O BERNARDO SA?DE ;?31488208000125 ;"363766"
S?O DOMINGOS SA?DE ;?00636975000100 ;"319180"
S?O FRANCISCO CL?NICAS ;?56893209000186 ;"319147"
S?O FRANCISCO CL?NICAS;á56893209000186 ;"319147"
S?O FRANCISCO ODONTOLOGIA ;?02727724000167 ;"365319"
S?O FRANCISCO ODONTOLOGIA;á02727724000167 ;"365319"
S?O LUCAS SA?DE ;?02513939000185 ;"363391"
S?O LUCAS SA?DE ;?96509690000188 ;"344362"
S?O LUIZ PLANOS DE SA?DE LTDA ;?02041808000142 ;"335657"
S?O LUIZ SA?DE ;?44215341000150 ;"322920"
S?O MIGUEL SA?DE ;?66854779000110 ;"325236"
S?O VICENTE SA?DE ;?22296115000108 ;"406457"
S?O VICENTE SA?DE ;?52941614000171 ;"359980"
SA?DE ? TUDO ASSIST?NCIA ODONTOL?GICA LTDA. ;?04671075000155 ;"415171"
SA?DE AMMP ;?19905462000186 ;"345164"
SA?DE CAIXA;"00360305000104";"999999"
SA?DE CEAM S/S LTDA ;?18987107000130 ;"311472"
SA?DE CEMO ;?62440185000102 ;"308081"
SA?DE CONCEI??O ;?02903477000102 ;"330892"
SA?DE FRANCISCO ROSAS ;?54228648000149 ;"339695"
SA?DE GOI?NIA LTDA ;?01032102000151 ;"401196"
SA?DE GRANDE RIO ;?02037934000123 ;"404527"
SA?DE ITA;"73809352/000166";"312126"
SA?DE ITA? ( GINECOLOGIA );"73809352/000166";"312126"
SA?DE JOINVILLE ADM.DE SERVI?OS DE SA?DE LTDA ;?01400520000154 ;"303020"
SA?DE LAR ;?00611179000113 ;"300055"
SA?DE MEDICOL S/A ;?02926892000181 ;"309231"
SA?DE PRODOCTOR ;?01690980000164 ;"400165"
SA?DE RACLEP ;?00920528000189 ;"406597"
SA?DE RURAL ;?87203048000185 ;"403814"
SA?DE SANTA CASA ;?43090083000160 ;"313378"
SA?DE SANTA TEREZA LTDA. ;?05029064000139 ;"414930"
SA?DE UNIFENAS ;?01474814000120 ;"344010"
SA?DE-ASTTTER ;?16711087000145 ;"310280"
SA?DE.COM ;?28657336000140 ;"408913"
SAAESP;"";"000000"
SAAFI;;"999999"
SABESPREV;"65.471.914/0001-86";"500077"
Sabesprev (AO);"65.471.914/0001-86";"336165"
Sabesprev (VF);"65.471.914/0001-86";"336165"
SABESPREV - Com Vida;"65471914/000186";"336165"
SABESPREV - FUND. DE SEGURIDADE SOCIAL;;"000955"
Sabesprev - Fundação de Seguridade Social;;"000006"
SABESPREV - FUNDAÇÃO SABESP DE SEGURIDADE SOCIAL; 65471914000186 ;"336165"
SABESPREV - REEMBOLSO;;"000000"
SABESPREV CONSULTA;"";"336165"
Sabesprev Dermatologia;"65471914000186 ";"336165"
SABESPREV REEMBOLSO;"";"000033"
SABESPREV- SA?DE COMVIDA;"65471914/000186";"336165"
SABESPREV- SAÚDE COMVIDA;"65471914/000186";"336165"
SABESPREV-SA?DE;;"999999"
SABESPREV-SAÚDE;;"999999"
SABET SAÚDE ABET;"02221727000124 ";"415448"
SADEN - SA?DE DENTAL LTDA. ;?01542915000191 ;"410543"
SADEN - SAÚDE DENTAL LTDA.; 01542915000191;"410543"
SADEN SAÚDE DENTAL LTDA.;"01542915000191 ";"410543"
SADIA;"20730099000194 ";"415740"
SADINCREMENTAL ODONTOLOGIA;"61167029000157 ";"332992"
SADINCREMETAL;"00274517000179 ";"339008"
SAF BOM PASTOR;"";"111111"
SAG;"23549598/0001-78";-
SALUS;"111111111111111";"123456"
SALUTAR;"04518814000173 ";"000027"
Salutar Saúde Ocupacional ;"";"111111"
SALUTIS BENEFÍCIOS;"11158465000191 ";"417424"
SALUTIS CONSULTORIA E ADMINISTRA??O EM SA?DE S/C LTDA ;?02814702000134 ;"413186"
SALUTIS CONSULTORIA E ADMINISTRAÇÃO EM SAÚDE S/C LTDA; 02814702000134 ;"413186"
SALVAMED ;"000000000000000000";"000000"
SAM SA?DE ;?02564638000180 ;"411914"
SAM SAÚDE; 02564638000180 ;"411914"
SAM-BEMAT;"37501103000145 ";"331856"
SAMAM;"60723236000188 ";"375268"
SAMARITANO - LGR;"111111111111111111";"000001"
SAMC; 12460911000180 ;"402826"
SAMCIL;;"318359"
SAMCIL;;"375437"
SAMCIL;;"999999"
SAMCIL;"02.929.110/0001-68";"379697"
SAMCIL; 02613026000130 ;"312029"
SAMCIL ( SIM);;"48"
SAMCIL (SIM);;"47"
SAMCIL VASCO DA GAMA;;"375437"
SAME;"02858169000102 ";"305928"
SAME;"41369935000127 ";"415901"
SAME; 10941664000109 ;"314374"
SAMEC;"45467685000119";"999999"
SAMEC SERVI?O DE ASSIST?NCIA M?DICA E CIR?RGICA LTDA. ;?45467685000119 ;"372960"
SAMEC SERVIÇO DE ASSISTÊNCIA MÉDICA E CIRÚRGICA LTDA.;"45467685000119 ";"372960"
SAMED;"44295962000190 ";"309192"
SAMED; 02401898000135 ;"400271"
SAMEDIC  Servico de assistencia médica;"000000000000000000";"000000"
SAMEDIC – Serviço de assistência médica;"111111111111111111";"000000"
SAMEDIL ; 31466949000105 ;"335614"
SAMEISA;"03627391000167 ";"411809"
SAMEL;"84537141000138 ";"367095"
SAMELLO;;"000013"
SAMESP;"62574884000145 ";"357685"
SAMETRADE ATENDIMENTO CLINICO E HOSPITALAR LTDA; 00461479000163;"302147"
SAMHO-INTERMEDICA;"45406907000193";"999999"
SAMIG - SERV.DE ASSISTENCIA MEDICA DA ILHA DO GOVERNADOR LTDA;"42425561000182 ";"340162"
SAMIG-SERV.DE ASSISTENCIA MEDICA DA ILHA DO GOVERNADOR LTDA; 42425561000182;"340162"
SAMOC;"33721226000130 ";"343676"
SAMP;"02403281000159 ";"342033"
SAMP;"02562406000193 ";"346471"
SAMP AGMP;"";"000000"
SANADENT; 75986455000127 ;"317454"
SANAMED SAUDE SANTO ANTONIO LTDA;"02930236000152 ";"384585"
SANATORINHOS - SA?DE ;?60740719000190 ;"365351"
SANATORINHOS - SAÚDE;"60740719000190 ";"365351"
SANCIL;"02.929.110/0001-68";"379697"
SANE SAUDE;;"999999"
Sanepar;;"388648"
SANO VITA;"12.214.723/0001-72";"000000"
SANSA?DE ;?72957814000120 ;"330116"
SANSAÚDE;"72957814000120 ";"330116"
SANTA AMALIA;"61.922.845/0015-24";"339245"
SANTA AMALIA SAUDE LTDA;"61.922.845/0015-24";"339245"
SANTA APOLONIA; 76026699000120;"405248"
Santa Casa;;"999999"
SANTA CASA (Bitencourt Medical Care);"";"336831"
SANTA CASA (Munhoz & Cestari);"";"336831"
SANTA CASA BRAGANÇA PAULISTA;"";"000000"
SANTA CASA CLINICAS;"45383106000150 ";"314102"
SANTA CASA DE IBITINGA; 49270671000161 ;"349879"
SANTA CASA DE MAUÁ;"57553265000134 ";"403920"
SANTA CASA DE MISERIC?RDIA DE CASA BRANCA ;?47024005000118 ;"315893"
SANTA CASA DE MISERIC?RDIA DE JUIZ DE FORA ;?21575709000195 ;"342807"
SANTA CASA DE MISERIC?RDIA DONA CAROLINA MALHEIROS ;?59759084000194 ;"355950"
SANTA CASA DE MISERIC?RIDA DE LORENA ;?51779304000130 ;"331805"
SANTA CASA DE MISERICËRDIA DE CASA BRANCA;á47024005000118 ;"315893"
SANTA CASA DE MISERICËRDIA DE JUIZ DE FORA;á21575709000195 ;"342807"
SANTA CASA DE MISERICËRDIA DONA CAROLINA MALHEIROS;á59759084000194 ;"355950"
SANTA CASA DE MISERICËRIDA DE LORENA;á51779304000130 ;"331805"
SANTA CASA DE MISERICORDIA DA IRMANDADE DO SENHOR DOS PASSOS;"72747967000142 ";"403580"
SANTA CASA DE MISERICORDIA DE BARRETOS;"44782779000110 ";"390178"
SANTA CASA DE MISERICÓRDIA DE CASA BRANCA;"47024005000118 ";"315893"
SANTA CASA DE MISERICÓRDIA DE ITAPEVA;"49797293000179 ";"345741"
SANTA CASA DE MISERICORDIA DE JOSE BONIFACIO;"50857960000140 ";"350338"
SANTA CASA DE MISERICÓRDIA DE JUIZ DE FORA;"21575709000195 ";"342807"
SANTA CASA DE MISERICÓRDIA DE PASSOS;"23278898000160 ";"333875"
SANTA CASA DE MISERICORDIA DE S?O JOS? DO RIO PARDO - HOSPITAL S ;?59901454000186 ;"353264"
SANTA CASA DE MISERICORDIA DE S?O JOS? DO RIO PARDO - HOSPITAL S;á59901454000186 ;"353264"
SANTA CASA DE MISERICORDIA DE SAO JOAQUIM DA BARRA;"59849182000112 ";"345091"
SANTA CASA DE MISERICORDIA DE SÃO JOSÉ DO RIO PARDO - HOSPITAL S;"59901454000186 ";"353264"
SANTA CASA DE MISERICORDIA DE VITORIA DA CONQUISTA; 16196263000158;"357383"
SANTA CASA DE MISERICORDIA DONA CAROLINA MALHEIROS;"59759084000194 ";"355950"
SANTA CASA DE MISERICÓRIDA DE LORENA;"51779304000130 ";"331805"
SANTA CASA DE MOCOCA;"52505153000194 ";"308005"
SANTA CASA DE PARANAVAI; 79724423000104 ;"346306"
SANTA CASA DE PONTA GROSSA;"";"000000"
Santa Casa de Ponta Grossa  ;"";"41.933"
SANTA CASA DE SAO JOAO DEL REY;"";"999999"
SANTA CASA DE SOBRAL; 07818313000109 ;"404811"
SANTA CASA FAMILIA; 22669931000110;"363685"
SANTA CASA SA?DE ;?16650756000116 ;"371343"
SANTA CASA SA?DE ;?22830020000122 ;"411841"
SANTA CASA SA?DE ;?43964931000112 ;"320269"
SANTA CASA SA?DE ;?44945962000199 ;"344915"
SANTA CASA SA?DE ;?51381903000109 ;"335762"
SANTA CASA SA?DE ;?54848361000111 ;"312762"
SANTA CASA SA?DE ;?56384183000140 ;"347655"
SANTA CASA SA?DE ;?70945936000170 ;"401137"
SANTA CASA SA?DE ;?71485056000121 ;"334651"
SANTA CASA SA?DE DE BEBEDOURO ;?64923741000127 ;"415472"
SANTA CASA SA?DE DE MIRASSOL ;?52439072000133 ;"327778"
SANTA CASA SA?DE DE S?O JOS? DO RIO PRETO ;?59981712000181 ;"339539"
SANTA CASA SAÚDE;"03276524000106 ";"306428"
SANTA CASA SAÚDE;"18.321.477/0001-34";"419249"
SANTA CASA SAÚDE;"44945962000199 ";"344915"
SANTA CASA SAUDE;"45186053000187 ";"351695"
SANTA CASA SAÚDE;"51381903000109 ";"335762"
SANTA CASA SAÚDE;"54370630000187 ";"354562"
SANTA CASA SAÚDE;"54848361000111 ";"312762"
Santa Casa Saúde;"59.849.182/0001-12";"345091"
SANTA CASA SAÚDE;"70945936000170 ";"401137"
SANTA CASA SAÚDE;"71485056000121 ";"334651"
SANTA CASA SAUDE;"79115762000193 ";"336831"
SANTA CASA SAÚDE; 16650756000116 ;"371343"
SANTA CASA SAÚDE; 22830020000122;"411841"
SANTA CASA SAÚDE; 43964931000112;"320269"
SANTA CASA SAÚDE; 56384183000140;"347655"
SANTA CASA SAÚDE - FERRAZ E NEGRIS REZENDE OFTALMOLOGIA SS LTDA;"18.321.477/0001-34";"419249"
SANTA CASA SAÚDE - OPHTALMO VITTA;"18.321.477/0001-34";"419249"
Santa Casa Saúde Bragança Paulista;"";"420166"
SANTA CASA SAUDE DE ARA?ATUBA ;?43751502000167 ;"300748"
SANTA CASA SAUDE DE ARAÃATUBA;á43751502000167 ;"300748"
SANTA CASA SAUDE DE ARAÇATUBA;"43751502000167 ";"300748"
SANTA CASA SAÚDE DE BEBEDOURO; 64923741000127 ;"415472"
SANTA CASA SAÚDE DE MIRASSOL; 52439072000133 ;"327778"
SANTA CASA SAÚDE DE RIBEIRÃO PRETO;"10935483000170 ";"417947"
SANTA CASA SAUDE DE RIBEIRAO PRETO;"55989784000114 ";"310344"
SANTA CASA SAÚDE DE SÃO JOSÉ DO RIO PRETO;"59981712000181 ";"339539"
SANTA CASA SAÚDE LTDA;"20.918.393/0001-24";"419699"
Santa Casa Saúde Piracicaba;"54370630/0001-87";"35456-"
SANTA CASA SAUDE SAO JOSE DOS CAMPOS;"18321477000134";"419249"
SANTA CLARA PLANOS DE SAUDE;"04288864000101 ";"413631"
SANTA FILOMENA SAUDE;"03637776000105 ";"410888"
SANTA HELENA SA?DE ;?43293604000186 ;"355097"
SANTA HELENA SAÚDE;"43293604000186 ";"355097"
SANTA ISABEL SAUDE;"";"000001"
Santa Marina;;"999999"
SANTA MARINA SA?DE ;?04324878000133 ;"413798"
SANTA MARINA SAÚDE;"04324878000133 ";"413798"
santa rita - NÃO ATENDEMOS;;"999999"
SANTA RITA SAUDE;"95642179000197 ";"348180"
SANTA SAUDE SERVICOS MEDICOS E HOSPITALARES; 15153745000168 ;"327999"
SANTA TERESA - DUPLICADO;;"000022"
SANTA TERESA - DUPLICADO;;"22"
SANTAMALIA;;"12"
SANTAMALIA EXTRA;;"403920"
SANTAMALIA SA?DE S/A ;?61922845000129 ;"339245"
SANTAMALIA SAÚDE S/A;"44649812000138";"359017"
SANTAMALIA SAÚDE S/A ; 61922845000129 ;"339245"
SANTAMALIA SAUDE S/A.;á61922845000129 ;"339245"
SANTAMED;"04008672000102 ";"413071"
SANTELE;"05950169000126 ";"417629"
SANTO ANT?NIO SA?DE S/C LTDA ;?03571385000135 ;"410471"
SANTO ANTÔNIO SAÚDE S/C LTDA; 03571385000135;"410471"
SÃO BERNARDO - PREMIUM - SÃO BERNARDO PREMIUM;;"000001"
SÃO BERNARDO SAÚDE;"31488208000125 ";"363766"
SÃO CRISTOVÃO;;"999999"
SÃO DOMINGOS SAÚDE;"00636975000100 ";"319180"
SÃO FRANCISCO;"14.461.544/0001-65";"691615"
SÃO FRANCISCO CLÍNICAS ; 56893209000186 ;"319147"
SAO FRANCISCO CORREIO;;"353761"
SAO FRANCISCO LIBERTE;;"125625"
SÃO FRANCISCO ODONTOLOGIA;"02727724000167 ";"365319"
SÃO FRANCISCO PRESTAÇÃO DE SERVIÇO;"55.980.882/0001-90";"000000"
SAO FRANCISCO SAUDE;"01613433000185 ";"302091"
SÃO FRANCISCO SAÚDE;"56893209000186 ";"319147"
SÃO FRANCISCO SAUDE  ( INTEGRADO);"01.613.433/0001-85";"302091"
SÃO FRANCISCO SAUDE  (AMICO );"01.613.433/0001-85";"302091"
SÃO FRANCISCO SAUDE (PLENO /TOTAL);"01.613.433/0001-85";"302091"
Sao Francisco Sistema de Saúde SE LTDA;"01.613.433/0001-85";"302091"
SÃO LUCAS SAÚDE;"02513939000185 ";"363391"
SÃO LUCAS SAÚDE;"96509690000188 ";"344362"
São Luís Saúde - Araras;"";"000000"
SÃO LUIZ PLANOS DE SAÚDE; 02041808000142 ;"999999"
SÃO LUIZ PLANOS DE SAÚDE LTDA; 02041808000142 ;"335657"
SÃO LUIZ SAÚDE;"44215341000150 ";"322920"
SAO MIGUEL ODONTOLOGOS ASSOCIADOS; 00960102000159 ;"323373"
SÃO MIGUEL SAÚDE;"66854779000110 ";"325236"
SAO MIGUEL SAUDE DR. ANDRÉ;"66.854.779/0001-10";"325236"
SAO PAULO FUTEBOL CLUBE;;"001208"
SAO PAULO FUTEBOL CLUBE;;"001239"
SAO PAULO TRANSPORTE S.A.;"60498417000158 ";"381799"
São Paulo Transportes ;"";"000000"
SÃO VICENTE SAÚDE;"22296115000108 ";"406457"
SÃO VICENTE SAÚDE; 52941614000171 ;"359980"
SAOS;"02422484000192 ";"324710"
SAP Central de Consultas;"26628352000180";"000000"
SAPUCAIA CLINICAS LTDA.; 00242056000152 ;"310824"
SARA;;"999999"
SAS;;"000007"
SAS;"93045334000162 ";"415723"
